"Gene","CV"
"327657",0.920743159394431
"116729",0.920730219009241
"56936",0.920337670067809
"221336",0.919807624457133
"1311",0.919805018750702
"8294",0.91965411348283
"79412",0.919650709058971
"3948",0.919142053241706
"646982",0.918695000679188
"84570",0.917862628330003
"827",0.917677817727791
"254158",0.917437952267897
"3458",0.916931604726895
"727897",0.916892797763392
"342897",0.916841320271061
"284656",0.91657305552275
"3823",0.91655656364524
"100036519",0.916433611914479
"27127",0.916259841206245
"284756",0.915263989445653
"283385",0.915168153339928
"79413",0.915120990605751
"196968",0.914941549346652
"6283",0.91493378154789
"2312",0.914430602254806
"7780",0.914408369981956
"197021",0.914353157072601
"79755",0.913290035213412
"58503",0.913247601440861
"113691",0.9126159942811
"3352",0.911319986950876
"10568",0.909635524351731
"206426",0.909417200481266
"84107",0.909149964783101
"121256",0.908938982718194
"221416",0.908605016742551
"8842",0.90859728256919
"4634",0.90834756037843
"22895",0.908105097294161
"123872",0.907604347609426
"11187",0.907258377655987
"147372",0.907126740420962
"125336",0.906755935340745
"286467",0.906319535448905
"10715",0.906147478232038
"762",0.905700282358434
"3233",0.90512176113467
"11075",0.905012580169455
"126353",0.904931093819442
"26228",0.904806115155383
"9966",0.904598515289635
"100033431",0.904508875391682
"1735",0.904162476672874
"6820",0.903576441055229
"200403",0.903297887183243
"8115",0.902789481589809
"93661",0.901220416279988
"51206",0.900898928571532
"440224",0.899942788264718
"57126",0.899864177399531
"2562",0.899757158429485
"3809",0.89959273824036
"284217",0.899151410268326
"100130889",0.898500658779293
"146",0.898487882278062
"441282",0.898399030676361
"728464",0.898237373877358
"643224",0.898171903504351
"284948",0.897612667575403
"55220",0.897604279509114
"133491",0.897131602229242
"284340",0.897016574545438
"140597",0.89700358080926
"729633",0.895739713625516
"2918",0.895470159945143
"692148",0.895431232405708
"100131814",0.89524367103541
"388662",0.894409450134901
"56651",0.894129811610247
"8358",0.893628439735475
"5475",0.893474189584897
"79369",0.893443415089679
"2568",0.893354376346464
"9834",0.893053443180099
"2348",0.893018948455361
"10814",0.892872381891905
"10777",0.892687143559671
"286133",0.89148655870362
"53616",0.890525241731128
"54551",0.890520649302842
"25928",0.890494779249998
"401145",0.890141216354421
"169166",0.890015444536121
"151651",0.889790907088298
"149643",0.889748871821878
"401172",0.889350580753278
"116",0.88918414092088
"3792",0.889141553974734
"23495",0.88886647523012
"339983",0.888764287885775
"22798",0.888759416174988
"344787",0.888664135568215
"7634",0.888198440278818
